product_id,bank_name,family_key,family_label,product_name,scope,pricing,amount_limit,maturity,ratio_rule,main_terms,fees,purpose,structure,repayment,collateral,target_segment,channel,usage_access,currency,foreign_trade,special_conditions,product_summary,source_url,source_checked_at,source_text_available,curation_status
17,Kuveyt Türk,alisveris_finansmani,Alışveriş Finansmanı,Trendyol Alışveriş Finansmanı,bireysel,,,36 aya kadar,Genel: ≤200 bin TL / 36 ay · Cep telefonu: ≤20 bin TL: 12 taksit · >20 bin TL: 3 taksit · Tablet: 6 ay · Bilgisayar: 12 ay,36 aya kadar · Genel: ≤200 bin TL / 36 ay · Cep telefonu: ≤20 bin TL: 12 taksit · >20 bin TL: 3 taksit · Tablet: 6 ay · Bilgisayar: 12 ay,Sigorta Ücreti: alınmıyor · Tahsis Ücreti: alınmıyor,Mal / hizmet alımı,,Taksitli ödeme,,,Mobil · Şube,Mobil · Şube,TL,,,Alışveriş Finansmanı yapacağınız alışverişlerde taksitli ve avantajlı ödeme imkanı sunan dijital bir finansman ürünüdür. Alışveriş Finansmanı ödeme seçeneğini Trendyol alışveriş uygulamasından yapacağınız alışverişlerinizde sepetinizde anında kullanabilirsiniz.,https://www.kuveytturk.com.tr/kendim-icin/finansmanlar/alisveris-finansmanlari/trendyol-alisveris-finansmani,2026-08-12T13:51:44+03:00,True,official_source_verified
228,T.O.M. Katılım,alisveris_finansmani,Alışveriş Finansmanı,Mağazadan Alışveriş Kredisi,bireysel,,Asgari 1.000 TL · Azami 200.000 TL,36 aya kadar,,Asgari 1.000 TL · Azami 200.000 TL · 36 aya kadar,,Mal / hizmet alımı,,Taksitli ödeme,,,Bayi / Mağaza,Bayi / Mağaza,TL,,Genel azami vade: 36 ay,"AnlaÅmalÄ± maÄazalardan yapacaÄÄ±n alÄ±ÅveriÅlerde, beyaz eÅyadan kÃ1⁄4Ã§Ã1⁄4k ev aletlerine, televizyondan bilgisayara kadar evinin ihtiyacÄ± olan binlerce Ã§eÅit Ã1⁄4rÃ1⁄4nÃ1⁄4 Åimdi alÄ±p 36 aya varan vadelerle rahatÃ§a Ã¶deyebilirsin!",https://tombank.com.tr/magazadan-alisveris-kredisi.html,2026-08-17T09:18:08+03:00,True,official_source_verified
227,T.O.M. Katılım,alisveris_finansmani,Alışveriş Finansmanı,Taksitli Alışveriş Kredisi,bireysel,,,,,,,Mal / hizmet alımı,,Taksitli ödeme,,Bireysel,,,TL,,,"Sana Ã¶zel olarak hazÄ±rlanmÄ±Å Taksitli AlÄ±ÅveriÅ Limitin ile anlaÅmalÄ± maÄazalardan yapacaÄÄ±n alÄ±ÅveriÅlerde, beyaz eÅyadan kÃ1⁄4Ã§Ã1⁄4k ev aletlerine, televizyondan bilgisayara kadar evinin ihtiyacÄ± olan binlerce Ã§eÅit Ã1⁄4rÃ1⁄4nÃ1⁄4 Åimdi alÄ±p, taksit taksit* rahatÃ§a Ã¶deyebilirsin!",https://tombank.com.tr/taksitle.html,2026-08-17T09:18:08+03:00,True,official_source_verified
229,T.O.M. Katılım,alisveris_finansmani,Alışveriş Finansmanı,Veresiye Alışveriş Kredisi,bireysel,"Aylık %3,99'dan başlayan · koşullara göre",,,,,,Mal / hizmet alımı,,Taksitli ödeme,,Bireysel,,,TL,,,"Sana Ã¶zel olarak belirlenmiÅ Veresiye AlÄ±ÅveriÅ Limitin ile tÃ1⁄4m A101, English Home ve EVE maÄazalarÄ±ndan, A101.com.tr'den ve A101 uygulamasÄ±ndan yapacaÄÄ±n tÃ1⁄4m alÄ±ÅveriÅlerinde, market Ã1⁄4rÃ1⁄4nlerinden beyaz eÅyaya, kiÅisel bakÄ±m Ã1⁄4rÃ1⁄4nlerinden elektronik aletlere kadar farklÄ± kategorilerdeki binlerce Ã§eÅit Ã1⁄4rÃ1⁄4nÃ1⁄4 Åimdi",https://tombank.com.tr/veresiye.html,2026-08-17T09:18:08+03:00,True,official_source_verified
79,Türkiye Finans,alisveris_finansmani,Alışveriş Finansmanı,Trendyol Alışveriş Finansmanı,bireysel,Vade / koşula göre resmî fiyatlama tablosu,Asgari 1.000 TL · Azami 70.000 TL,36 aya kadar,Genel: ≤70 bin TL / 36 ay,Asgari 1.000 TL · Azami 70.000 TL · 36 aya kadar · Genel: ≤70 bin TL / 36 ay,Tahsis Ücreti: %0,Mal / hizmet alımı,,Taksitli ödeme,,KOBİ · Kurumsal · Ticari · Bireysel,Mobil · Şube,Mobil · Şube,TL / Yabancı para,,Genel azami vade: 36 ay,"İhtiyaçların Trendyol’dan, Finansmanın Türkiye Finans’tan! İhtiyaçlarınız favoriler listenizde beklemesin.",https://www.turkiyefinans.com.tr/tr-tr/bireysel/hizli-finansman/sayfalar/trendyol-alisveris-finansmani.aspx,2026-08-13T14:10:38+03:00,True,official_source_verified
85,Albaraka Türk,arac_finansmani,Taşıt Finansmanı,Deniz Taşıtları Finansmanı,bireysel,,,36 aya kadar,,36 aya kadar,,"Finansmanlar Taşıt Finansmanı Deniz Taşıtları Finansmanı Taşıt Finansmanı Togg Finansmanı Dijital Araç Finansmanı Deniz Taşıtları Finansmanı Taşıt Kiralama Finansmanı Hemen Başvur Tekne, kayık, jetski, yelkenli vb.",,Taksitli ödeme,,Bireysel,Mobil · Şube,Mobil · Şube,,,,"Finansmanlar Taşıt Finansmanı Deniz Taşıtları Finansmanı Taşıt Finansmanı Togg Finansmanı Dijital Araç Finansmanı Deniz Taşıtları Finansmanı Taşıt Kiralama Finansmanı Hemen Başvur Tekne, kayık, jetski, yelkenli vb.",https://www.albaraka.com.tr/tr/bireysel/finansmanlar/tasit-finansmani/deniz-tasitlari-finansmani,2026-08-13T14:48:06+03:00,True,official_source_verified
86,Albaraka Türk,arac_finansmani,Taşıt Finansmanı,Dijital Araç Finansmanı,bireysel,,,≤ 400.000 TL → 48 ay | 400.001–800.000 TL → 36 ay | 800.001–1.200.000 TL → 24 ay | 1.200.001–2.000.000 TL → 12 ay | > 2.000.000 TL → kullandırım yok,≤ 400.000 TL → %70 | 400.001–800.000 TL → %50 | 800.001–1.200.000 TL → %30 | 1.200.001–2.000.000 TL → %20 | > 2.000.000 TL → %0 / kullandırım yok,≤ 400.000 TL → 48 ay | 400.001–800.000 TL → 36 ay | 800.001–1.200.000 TL → 24 ay | 1.200.001–2.000.000 TL → 12 ay | > 2.000.000 TL → kullandırım yok · ≤ 400.000 TL → %70 | 400.001–800.000 TL → %50 | 800.001–1.200.000 TL → %30 | 1.200.001–2.000.000 TL → %20 | > 2.000.000 TL → %0 / kullandırım yok,,"Dijital Araç Finansmanı, Albaraka Mobil uygulaması üzerinden başvurabileceğiniz, finansman işlemlerinizi hızlı ve kolay bir şekilde tamamlamanıza olanak tanıyan bir araç finansmanı çözümüdür. İkinci el araçlar için Dijital Araç Finansmanı başvurusu yapabilirsiniz.",,Taksitli ödeme,,Bireysel,Mobil · Şube,Mobil · Şube,TL,,Değer ≤ 400.000 TL → Azami %70 · 48 ay · 400.000 TL < Değer ≤ 800.000 TL → Azami %50 · 36 ay · 800.000 TL < Değer ≤ 1.200.000 TL → Azami %30 · 24 ay,"Dijital Araç Finansmanı, Albaraka Mobil uygulaması üzerinden başvurabileceğiniz, finansman işlemlerinizi hızlı ve kolay bir şekilde tamamlamanıza olanak tanıyan bir araç finansmanı çözümüdür. İkinci el araçlar için Dijital Araç Finansmanı başvurusu yapabilirsiniz.",https://www.albaraka.com.tr/tr/bireysel/finansmanlar/tasit-finansmani/dijital-arac-finansmani,2026-08-13T14:48:06+03:00,True,official_source_verified
87,Albaraka Türk,arac_finansmani,Taşıt Finansmanı,Taşıt Finansmanı,bireysel,Hesaplama aracında dinamik,,≤ 400.000 TL → 48 ay | 400.001–800.000 TL → 36 ay | 800.001–1.200.000 TL → 24 ay | 1.200.001–2.000.000 TL → 12 ay | > 2.000.000 TL → kullandırım yok,≤ 400.000 TL → %70 | 400.001–800.000 TL → %50 | 800.001–1.200.000 TL → %30 | 1.200.001–2.000.000 TL → %20 | > 2.000.000 TL → %0 / kullandırım yok,≤ 400.000 TL → 48 ay | 400.001–800.000 TL → 36 ay | 800.001–1.200.000 TL → 24 ay | 1.200.001–2.000.000 TL → 12 ay | > 2.000.000 TL → kullandırım yok · ≤ 400.000 TL → %70 | 400.001–800.000 TL → %50 | 800.001–1.200.000 TL → %30 | 1.200.001–2.000.000 TL → %20 | > 2.000.000 TL → %0 / kullandırım yok,,ile sıfır veya 2. el araçlarınızı kolayca alabilirsiniz.,,Taksitli ödeme,,Tüzel müşteri · Ticari · Bireysel,Mobil · Şube,Mobil · Şube,TL,,Değer ≤ 400.000 TL → Azami %70 · 48 ay · 400.000 TL < Değer ≤ 800.000 TL → Azami %50 · 36 ay · 800.000 TL < Değer ≤ 1.200.000 TL → Azami %30 · 24 ay,ile sıfır veya 2. el araçlarınızı kolayca alabilirsiniz.,https://www.albaraka.com.tr/tr/bireysel/finansmanlar/tasit-finansmani/tasit-finansmani,2026-08-13T14:48:06+03:00,True,official_source_verified
88,Albaraka Türk,arac_finansmani,Taşıt Finansmanı,Taşıt Kiralama Finansmanı,bireysel,,,36 aya kadar,,36 aya kadar,,"Araç, tekne gibi taşıtları kiralamak için finansmana ihtiyaç duyarsanız Albaraka olarak yanınızdayız. Ödemelerinizi 36 kadar vadelendirebilir, geri ödemelerinizi aylık eşit taksitler hâlinde yapabilirsiniz.",,Taksitli ödeme,,Bireysel,Mobil · Şube,Mobil · Şube,,,,"Araç, tekne gibi taşıtları kiralamak için finansmana ihtiyaç duyarsanız Albaraka olarak yanınızdayız. Ödemelerinizi 36 kadar vadelendirebilir, geri ödemelerinizi aylık eşit taksitler hâlinde yapabilirsiniz.",https://www.albaraka.com.tr/tr/bireysel/finansmanlar/tasit-finansmani/tasit-kiralama-finansmani,2026-08-13T14:48:06+03:00,True,official_source_verified
89,Albaraka Türk,arac_finansmani,Taşıt Finansmanı,Togg Finansmanı,bireysel,Vade / koşula göre resmî fiyatlama tablosu,,48 aya kadar,Azami finansman oranı %70,48 aya kadar · Azami finansman oranı %70,,"Togg finansmanı, Türkiye’de üretilen %100 elektrikli yerli otomobil Togg için özel olarak sunulan taşıt finansmanı ürünüdür. Albaraka Türk, bu finansmanla bireysel Togg sahibi olmak isteyenlere özel oranlı ödeme planları sunar.",,,,Bireysel,Mobil · Şube,Mobil · Şube,,,,"Togg finansmanı, Türkiye’de üretilen %100 elektrikli yerli otomobil Togg için özel olarak sunulan taşıt finansmanı ürünüdür. Albaraka Türk, bu finansmanla bireysel Togg sahibi olmak isteyenlere özel oranlı ödeme planları sunar.",https://www.albaraka.com.tr/tr/bireysel/finansmanlar/tasit-finansmani/togg-finansmani,2026-08-13T14:48:06+03:00,True,official_source_verified
1,Dünya Katılım,arac_finansmani,Taşıt Finansmanı,Araç Finansmanı,bireysel,Hesaplama aracında dinamik,,≤ 400.000 TL → 48 ay | 400.001–800.000 TL → 36 ay | 800.001–1.200.000 TL → 24 ay | 1.200.001–2.000.000 TL → 12 ay,≤400.000 TL: %70 / 48 ay · 400.001–800.000 TL: %50 / 36 ay · 800.001–1.200.000 TL: %30 / 24 ay · 1.200.001–2.000.000 TL: %20 / 12 ay · >2.000.000 TL: %0,≤400.000 TL: %70 / 48 ay · 400.001–800.000 TL: %50 / 36 ay · 800.001–1.200.000 TL: %30 / 24 ay · 1.200.001–2.000.000 TL: %20 / 12 ay · >2.000.000 TL: %0,,"Hesaplama Aracı’nı kullanarak tercih ettiğiniz finansman tutarına göre aylık ödemelerinizi, toplam geri ödeme miktarını ve detaylı ödeme planınızı anında görüntüleyebilirsiniz. 👉 Mobil şube üzerinden nasıl müşteri olunur?",,Esnek ödeme planı,,Bireysel,Mobil · Şube,Mobil · Şube,TL,,Araç değeri ≤ 400.000 TL → 48 ay · 400.000 TL < araç değeri ≤ 800.000 TL → 36 ay · 800.000 TL < araç değeri ≤ 1.200.000 TL → 24 ay,"Hesaplama Aracı’nı kullanarak tercih ettiğiniz finansman tutarına göre aylık ödemelerinizi, toplam geri ödeme miktarını ve detaylı ödeme planınızı anında görüntüleyebilirsiniz. 👉 Mobil şube üzerinden nasıl müşteri olunur?",https://dunyakatilim.com.tr/kendim-icin/finansmanlar/arac-finansmanlari/arac-finansmani,2026-08-27T00:00:00+03:00,True,official_source_verified
2,Dünya Katılım,arac_finansmani,Taşıt Finansmanı,Çevre Dostu Araç Finansmanı,bireysel,Hesaplama aracında dinamik,,,,,,"Gelecek nesillere daha yaşanabilir bir dünya bırakma hedefiyle geliştirdiğimiz Çevre Dostu Araç Finansmanı, çevresel sürdürülebilirliği desteklemek isteyen müşterilerimize özel avantajlar sunar. Elektrikli veya hibrit (benzinli–elektrikli) araç alımlarınızı teşvik eden bu ürünümüz, düşük karbon salınımını artırma hedefi doğrultusunda hazırlanmıştır.",,Esnek ödeme planı,,,Mobil · Şube,Mobil · Şube,TL,,,"Gelecek nesillere daha yaşanabilir bir dünya bırakma hedefiyle geliştirdiğimiz Çevre Dostu Araç Finansmanı, çevresel sürdürülebilirliği desteklemek isteyen müşterilerimize özel avantajlar sunar. Elektrikli veya hibrit (benzinli–elektrikli) araç alımlarınızı teşvik eden bu ürünümüz, düşük karbon salınımını artırma hedefi doğrultusunda hazırlanmıştır.",https://dunyakatilim.com.tr/kendim-icin/finansmanlar/arac-finansmanlari/cevre-dostu-arac-finansmani,2026-08-12T08:27:16+03:00,True,official_source_verified
19,Kuveyt Türk,arac_finansmani,Taşıt Finansmanı,Araç Finansmanı,bireysel,Hesaplama aracında dinamik,,48 aya kadar,Azami finansman oranı %70,48 aya kadar · Azami finansman oranı %70,"Tahsis Ücreti: %0,5","Kuveyt Türk Araç Finansmanı, sıfır veya ikinci el motorlu taşıt sahibi olmak isteyenlerin tercihine sunulan faizsiz bir destek türüdür. Finansman desteği, hayalinizdeki araca gönül rahatlığıyla sahip olabilmenizi sağlar.",,Taksitli ödeme,,,Mobil · Şube,Mobil · Şube,TL,,Değer ≤ 400.000 TL → Azami %70 · 48 ay · 400.000 TL < Değer ≤ 800.000 TL → Azami %50 · 36 ay · 800.000 TL < Değer ≤ 1.200.000 TL → Azami %30 · 24 ay,"Kuveyt Türk Araç Finansmanı, sıfır veya ikinci el motorlu taşıt sahibi olmak isteyenlerin tercihine sunulan faizsiz bir destek türüdür. Finansman desteği, hayalinizdeki araca gönül rahatlığıyla sahip olabilmenizi sağlar.",https://www.kuveytturk.com.tr/kendim-icin/finansmanlar/arac-finansmanlari/arac-finansmani,2026-08-12T13:51:44+03:00,True,official_source_verified
20,Kuveyt Türk,arac_finansmani,Taşıt Finansmanı,Dijital Araç Finansmanı,bireysel,Hesaplama aracında dinamik,,48 aya kadar,Azami finansman oranı %70,48 aya kadar · Azami finansman oranı %70,"Tahsis Ücreti: %0,5","Dijital Araç Finansmanı, Kuveyt Türk Mobil aracılığıyla başvurabileceğiniz, finansman işlemlerinizin hızlıca tamamlanmasına imkan veren bir araç finansmanı türüdür. Hem sıfır hem 2.",,Taksitli ödeme,,Bireysel,Mobil · Bayi / Mağaza,Mobil · Bayi / Mağaza,TL,,Değer ≤ 400.000 TL → Azami %70 · 48 ay · 400.000 TL < Değer ≤ 800.000 TL → Azami %50 · 36 ay · 800.000 TL < Değer ≤ 1.200.000 TL → Azami %30 · 24 ay,"Dijital Araç Finansmanı, Kuveyt Türk Mobil aracılığıyla başvurabileceğiniz, finansman işlemlerinizin hızlıca tamamlanmasına imkan veren bir araç finansmanı türüdür. Hem sıfır hem 2.",https://www.kuveytturk.com.tr/kendim-icin/finansmanlar/arac-finansmanlari/dijital-arac-finansmani,2026-08-12T13:51:44+03:00,True,official_source_verified
21,Kuveyt Türk,arac_finansmani,Taşıt Finansmanı,Dijital Motosiklet Finansmanı,bireysel,Hesaplama aracında dinamik,,48 aya kadar,"≤400 bin: %70 / 48 ay · 400 bin–800 bin: %50 / 36 ay · 800 bin–1,2 mn: %30 / 24 ay · 1,2 mn–2 mn: %20 / 12 ay · >2 mn: Kullandırım yok","48 aya kadar · ≤400 bin: %70 / 48 ay · 400 bin–800 bin: %50 / 36 ay · 800 bin–1,2 mn: %30 / 24 ay · 1,2 mn–2 mn: %20 / 12 ay · >2 mn: Kullandırım yok","Tahsis Ücreti: %0,5",başvurusu yapılabilir. Satın almayı planladığınız motosikletin kullanım durumuna bağlı olarak 48 aya kadar vade seçeneklerinden faydalanabilirsiniz.,,Taksitli ödeme,,Bireysel,Mobil · Bayi / Mağaza,Mobil · Bayi / Mağaza,TL,,,başvurusu yapılabilir. Satın almayı planladığınız motosikletin kullanım durumuna bağlı olarak 48 aya kadar vade seçeneklerinden faydalanabilirsiniz.,https://www.kuveytturk.com.tr/kendim-icin/finansmanlar/arac-finansmanlari/dijital-motosiklet-finansmani,2026-08-12T13:51:44+03:00,True,official_source_verified
22,Kuveyt Türk,arac_finansmani,Taşıt Finansmanı,Motosiklet Finansmanı,bireysel,Hesaplama aracında dinamik,,48 aya kadar,"≤400 bin: %70 / 48 ay · 400 bin–800 bin: %50 / 36 ay · 800 bin–1,2 mn: %30 / 24 ay · 1,2 mn–2 mn: %20 / 12 ay · >2 mn: Kullandırım yok","48 aya kadar · ≤400 bin: %70 / 48 ay · 400 bin–800 bin: %50 / 36 ay · 800 bin–1,2 mn: %30 / 24 ay · 1,2 mn–2 mn: %20 / 12 ay · >2 mn: Kullandırım yok","Tahsis Ücreti: %0,5","Motosiklet Finansmanı, sıfır ya da ikinci el araç satın almak istediğinizde tercih edebileceğiniz destek ürünüdür. Finansman desteği, 48 aya varan vade koşulları ile kullanımınıza sunulur.",,Taksitli ödeme,,,Mobil · Şube,Mobil · Şube,TL,,,"Motosiklet Finansmanı, sıfır ya da ikinci el araç satın almak istediğinizde tercih edebileceğiniz destek ürünüdür. Finansman desteği, 48 aya varan vade koşulları ile kullanımınıza sunulur.",https://www.kuveytturk.com.tr/kendim-icin/finansmanlar/arac-finansmanlari/motosiklet-finansmani,2026-08-12T13:51:44+03:00,True,official_source_verified
